,create_time,text,retweets,favorites,word_tokens,text_clean,polarity,subjectivity,sentiment_2,keywords
29,2020-10-21 12:24:17,RT @jennfranconews: NEW: Senate Majority Leader Mitch McConnell says the Senate will vote to confirm judge Amy Coney Barrett to the SCOTUS…,7511,96763.49,21,rt jennfranconews new senate majority leader mitch mcconnell says senate vote confirm judge amy coney barrett scotus,0.13636363636363635,0.45454545454545453,positive,other
30,2020-10-21 12:23:46,"RT @alexsalvinews: NEW: The Senate will vote to confirm Amy Coney Barrett Monday, October 26.",6957,96763.49,14,rt alexsalvinews new senate vote confirm amy coney barrett monday october 26,0.13636363636363635,0.45454545454545453,positive,other
31,2020-10-21 12:21:55,Happening all over USA. No wonder California is never in play for Republicans. Rigged Election! https://t.co/aBFIEYy0Kn,24623,68221.0,16,happening usa wonder california never play republicans rigged election,0.0,0.0,neutral,election
32,2020-10-21 12:15:07,"Vote Trump to save your Second Amendment, Virginia! https://t.co/IQkCo67DXH",19174,90335.0,9,vote trump save second amendment virginia,0.0,0.0,neutral,other
33,2020-10-21 12:06:28,WSJ Editorial Board: Joe Biden Must Answer Questions About Hunter Biden and China https://t.co/pF2M9i9OSu via… https://t.co/7QWFdxHXZA,19753,58425.0,15,wsj editorial board joe biden must answer questions hunter biden china via,0.0,0.0,neutral,other
34,2020-10-21 11:50:37,Biden Sought ‘Grand Bargain’ to Reduce Deficit Through Cuts to Social Security https://t.co/lpy2GGf8Sv via… https://t.co/qdnW4osP26,16904,44057.0,14,biden sought grand bargain reduce deficit cuts social security via,0.26666666666666666,0.5333333333333333,positive,other
35,2020-10-21 01:42:04,https://t.co/UBqPJTpGH1,43725,126079.0,1,,0.0,0.0,neutral,other
36,2020-10-21 01:00:02,"THANK YOU PENNSYLVANIA!
https://t.co/OirJvLcxBu",24008,117366.0,4,thank pennsylvania,0.0,0.0,neutral,other
37,2020-10-20 22:09:42,...Everyone should compare this terrible Electoral Intrusion with the recent interviews of Sleepy Joe Biden!,28582,144619.0,15,everyone compare terrible electoral intrusion recent interviews sleepy joe biden,-0.5,0.625,negative,other
38,2020-10-20 22:09:42,"I am pleased to inform you that, for the sake of accuracy in reporting, I am considering posting my interview with… https://t.co/Q43G0RWzGY",72766,305499.0,21,pleased inform sake accuracy reporting considering posting interview,0.5,1.0,positive,other
39,2020-10-20 20:06:09,Lesley Stahl of 60 Minutes not wearing a mask in the White House after her interview with me. Much more to come. https://t.co/0plZG6a4fH,55544,163748.0,22,lesley stahl 60 minutes wearing mask white house interview much come,0.25,0.25,positive,other
40,2020-10-20 18:46:22,WISCONSIN! Early voting is now underway—let’s #MAGA! https://t.co/gsFSghkmdM,16893,71489.0,8,wisconsin early voting underwaylets maga,0.125,0.3,positive,other
41,2020-10-20 17:50:29,https://t.co/gsFSghkmdM,15213,67435.0,1,,0.0,0.0,neutral,other
42,2020-10-20 14:02:31,"“Stock Markets will hit new highs if President Trump wins.  Tremendous growth like never before. If Biden wins, it’… https://t.co/lYGUJxpW2Y",27674,117360.0,20,stock markets hit new highs president trump wins tremendous growth like never biden wins,0.2674242424242424,0.4636363636363636,positive,other
43,2020-10-20 13:48:27,"To the great people of New York, California, and Illinois, your states are way too highly taxed, big crime, people… https://t.co/fEoTDKYY9g",63602,275687.0,20,great people new york california illinois states way highly taxed big crime people,0.2740909090909091,0.4611363636363637,positive,other
44,2020-10-20 11:55:39,Will be interviewed on @foxandfriends at 8:00 A.M. Enjoy!,15822,114045.0,7,interviewed foxandfriends enjoy,0.5,0.5,positive,other
45,2020-10-19 23:51:05,"THANK YOU TUCSON, ARIZONA! Together, we are going to MAKE AMERICA GREAT AGAIN!! https://t.co/GYB2zG0f4H",43090,185304.0,14,thank tucson arizona together going make america great,1.0,0.75,positive,other
46,2020-10-19 21:23:48,Heading for Tucson. See you in a little while. Winning Arizona!,23003,160052.0,11,heading tucson see little winning arizona,0.21875,0.625,positive,other
47,2020-10-19 21:16:44,RT @TheRightMelissa: @realDonaldTrump The nerve of Gov. Cuomo trying to capitalize on Covid after he killed 1000’s in the nursing homes?? N…,15048,96763.49,21,rt therightmelissa realdonaldtrump nerve gov cuomo trying capitalize covid killed 1000s nursing homes n,-0.2,0.0,negative,other
48,2020-10-19 21:16:14,"RT @laurenboebert: Stop Democrats from stealing our votes for President and putting Colorado's water at risk.

We’re fifteen days out from…",11456,96763.49,21,rt laurenboebert stop democrats stealing votes president putting colorado water risk fifteen days,0.0,0.0,neutral,other
49,2020-10-19 20:55:37,"THANK YOU ARIZONA! Together, we are going to MAKE AMERICA GREAT AGAIN! https://t.co/gsFSgh2KPc https://t.co/2yEtEevzh0",24129,101857.0,14,thank arizona together going make america great,1.0,0.75,positive,other
50,2020-10-19 19:41:07,"Just arriving in Prescott, what a crowd! I love Arizona!! https://t.co/qssvOznppz",47316,212034.0,11,arriving prescott crowd love arizona,0.78125,0.6,positive,other
51,2020-10-19 19:19:02,RT @TheRightMelissa: @realDonaldTrump @60Minutes Fauci’s pitch is metaphor for how wrong he has been. &amp; the bigger metaphor is how loudly t…,10903,96763.49,21,rt therightmelissa realdonaldtrump 60minutes faucis pitch metaphor wrong bigger metaphor loudly,-0.13333333333333333,0.7333333333333334,negative,other
52,2020-10-19 19:18:37,A perfect strike for the American people! https://t.co/LqqvhWpqis,30652,153942.0,8,perfect strike american people,0.5,0.5,positive,other
53,2020-10-19 19:12:33,RT @DanScavino: President Trump🛫ARIZONA! https://t.co/90cjmkw7oI,8499,96763.49,4,rt danscavino president trumparizona,0.0,0.0,neutral,other
54,2020-10-19 19:11:25,RT @DanScavino: https://t.co/CWDZc7iqsF,15774,96763.49,3,rt danscavino,0.0,0.0,neutral,other
55,2020-10-19 19:08:59,"....Washington wants nothing to do with him, and that’s so bad for New York, which has become a ghost town. Andrew… https://t.co/ybTqzSYULd",14667,63786.0,22,washington wants nothing thats bad new york become ghost town andrew,-0.12121212121212116,0.4070707070707071,negative,other
56,2020-10-19 19:08:59,Governor Cuomo has shown tremendously poor leadership skills in running N.Y. Bad time for him to be writing and pro… https://t.co/INpHDAc5E7,30691,120252.0,19,governor cuomo shown tremendously poor leadership skills running bad time writing pro,-0.5499999999999999,0.6333333333333333,negative,other
57,2020-10-19 18:08:39,"...P.S. Tony should stop wearing the Washington Nationals’ Mask for two reasons. Number one, it is not up to the hi… https://t.co/wKJf9NuCj4",18604,89000.0,20,tony stop wearing washington nationals mask two reasons number one hi,0.0,0.0,neutral,other
58,2020-10-19 18:08:38,"Dr.Tony Fauci says we don’t allow him to do television, and yet I saw him last night on @60Minutes, and he seems to… https://t.co/jOMvtdsuvZ",32665,129157.0,22,fauci says dont allow television yet saw last night 60minutes seems,0.0,0.06666666666666667,neutral,other
59,2020-10-19 18:01:47,"GREAT news! New government of Sudan, which is making great progress, agreed to pay $335 MILLION to U.S. terror vict… https://t.co/FmHVeCkw7F",65227,253279.0,18,great news new government sudan making great progress agreed pay 335 million terror vict,0.6454545454545454,0.6515151515151515,positive,other
60,2020-10-19 17:39:43,Heading for Arizona. See you soon!,22425,182660.0,6,heading arizona see soon,0.0,0.0,neutral,other
61,2020-10-19 17:27:21,"....There has never been more enthusiasm or spirit, by everyone. Great fun, and so good for our Country. Already wi… https://t.co/hqY6e28yKM",13290,52232.0,20,never enthusiasm spirit everyone great fun good country already wi,0.575,0.5125,positive,other
62,2020-10-19 17:27:21,@maggieNYT  There has never been a time in either of my two Campaigns when I felt we had a stronger chance of winni… https://t.co/7ipI81tyJv,12858,52090.0,23,maggienyt never time either two campaigns felt stronger chance winni,0.0,0.0,neutral,other
63,2020-10-19 17:19:45,"WOW! Thank you ARIZONA! Departing Nevada now, and will see you all soon. Together, we are going to MAKE AMERICA GRE… https://t.co/5ukYwv2Fpo",26405,100516.0,21,wow thank arizona departing nevada see soon together going make america gre,0.15625,1.0,positive,other
64,2020-10-19 17:04:16,"FLORIDA—Early voting is underway! For more information, go to https://t.co/gsFSgh2KPc, and let’s MAKE AMERICA GREAT AGAIN!",11572,46878.0,16,floridaearly voting underway information go lets make america great,0.75,0.625,positive,other
65,2020-10-19 17:01:27,"PENNSYLVANIA! Today is the last day to register to VOTE! #MAGA 
https://t.co/gsFSgh2KPc",11575,46974.0,12,pennsylvania today last day register vote maga,0.0,0.06666666666666667,neutral,other
66,2020-10-19 16:27:30,RT @alaynatreene: POTUS: “We're going to win. I wouldn't have told you that maybe two or three weeks ago”,7853,96763.49,19,rt alaynatreene potus going win would told maybe two three weeks ago,0.8,0.4,positive,other
67,2020-10-19 15:02:08,https://t.co/7KiL8PyWqG,14376,63278.0,1,,0.0,0.0,neutral,other
68,2020-10-19 05:19:24,Sen. Ron Johnson Calls For FBI To Address Reported Biden Ukraine Meeting https://t.co/UGVw1gEW7T via @BreitbartNews,30616,94895.0,14,ron johnson calls fbi address reported biden ukraine meeting via breitbartnews,0.0,0.0,neutral,other
69,2020-10-19 01:38:56,Watch the @marklevinshow on @FoxNews at 10:00 P.M. He will importantly be talking about the corruption of Joe Biden… https://t.co/kefglLYahf,24401,102625.0,17,watch marklevinshow foxnews importantly talking corruption joe biden,0.4,1.0,positive,other
70,2020-10-19 01:05:58,https://t.co/ResTvtIIr5,25976,141974.0,1,,0.0,0.0,neutral,other
71,2020-10-19 01:00:01,THANK YOU NEVADA! https://t.co/WCfXKZ1Vpu,21943,94162.0,4,thank nevada,0.0,0.0,neutral,other
72,2020-10-18 23:04:34,https://t.co/swBqIhNVc9,23066,75846.0,1,,0.0,0.0,neutral,other
73,2020-10-18 23:04:26,https://t.co/Oay4jTvbUL,24739,81125.0,1,,0.0,0.0,neutral,other
74,2020-10-18 23:04:17,https://t.co/mgmCZj5jgh,33995,104051.0,1,,0.0,0.0,neutral,other
75,2020-10-18 23:03:31,https://t.co/yEbGpzVWhH,19842,62400.0,1,,0.0,0.0,neutral,other
76,2020-10-18 22:44:44,"Big show tonight on @FoxNews! @MarkLevinShow will be exposing Joe Biden’s Corruption at 8:00pmE — and of course, do… https://t.co/NqMosZoo9r",24630,91006.0,18,big show tonight foxnews marklevinshow exposing joe bidens corruption course,0.0,0.1,neutral,other
77,2020-10-18 22:37:01,https://t.co/BK010CENQO,15442,52052.0,1,,0.0,0.0,neutral,other
78,2020-10-18 22:36:35,https://t.co/vOw2bXAtBT,12949,47319.0,1,,0.0,0.0,neutral,other
79,2020-10-18 22:15:20,"THANK YOU Newport Beach, California! Now on my way to Carson City, Nevada. Another big crowd, see you soon! #MAGA https://t.co/QV8V9SdzJI",39883,160970.0,21,thank newport beach california way carson city nevada another big crowd see soon maga,0.0,0.1,neutral,other
80,2020-10-18 18:14:20,Corrupt politician Joe Biden makes Crooked Hillary look like an amateur!,65130,320714.0,11,corrupt politician joe biden makes crooked hillary look like amateur,-0.2708333333333333,0.45,negative,other
81,2020-10-18 16:14:49,"Not my Wall, which will soon be finished (and Mexico will pay for the Wall!). Totally unrelated, but I think Steve… https://t.co/YALrFLWh3M",16860,62313.0,21,wall soon finished mexico pay wall totally unrelated think steve,0.0,0.75,neutral,other
82,2020-10-18 16:02:48,"Very proud of the @nypost, my former “hometown newspaper”. They have said and shown what everyone knows about Sleep… https://t.co/9eM5rlnrcB",46813,171591.0,19,proud nypost former hometown newspaper said shown everyone knows sleep,0.5,0.5,positive,other
83,2020-10-18 15:39:29,"Joe Biden is a corrupt politician, and everybody knows it. Now you have the proof, perhaps like never was had befor… https://t.co/xz0a8Thrn2",67184,247640.0,21,joe biden corrupt politician everybody knows proof perhaps like never befor,-0.5,1.0,negative,other
84,2020-10-18 13:50:54,"Hunter Biden’s laptop is a disaster for the entire Biden family, but especially for his father, Joe. It is now a pr… https://t.co/wJUZhAx2re",84663,276066.0,23,hunter bidens laptop disaster entire biden family especially father joe pr,0.0,0.8125,neutral,other
85,2020-10-18 13:40:23,"The United States shows more CASES than other countries, which the Lamestream Fake News Media pounces on daily, bec… https://t.co/MxpKcRsHrI",39632,173444.0,19,united states shows cases countries lamestream fake news media pounces daily bec,-0.03125,0.46875,negative,other
86,2020-10-18 12:32:20,"RT @wdunlap: @JoeBiden Failed ObamaCare cost the average American family $5,000 more per year -over doubling our healthcare insurance costs…",14423,96763.49,17,rt wdunlap joebiden failed obamacare cost average american family per year doubling healthcare insurance costs,-0.037500000000000006,0.3,negative,other
87,2020-10-18 12:31:30,"RT @TeamTrump: President @realDonaldTrump rips Joe Biden for calling police officers ""the enemy"" https://t.co/zNp4CkrINq",12575,96763.49,14,rt teamtrump president realdonaldtrump rips joe biden calling police officers enemy,0.0,0.0,neutral,other
88,2020-10-18 12:31:21,"RT @dougmillsnyt: .@realDonaldTrump addresses a campaign rally at the Southern Wisconsin Regional Airport in Janesville, WI. https://t.co/G…",5691,96763.49,17,rt dougmillsnyt realdonaldtrump addresses campaign rally southern wisconsin regional airport janesville wi,0.0,0.0,neutral,other
89,2020-10-18 05:16:50,RT @AdamLaxalt: Unclean voter rolls + significantly relaxed signature requirements + very lax ballot harvesting rules = a “Wild Wild West”…,18955,96763.49,18,rt adamlaxalt unclean voter rolls significantly relaxed signature requirements lax ballot harvesting rules wild wild west,0.19374999999999998,0.49375,positive,other
90,2020-10-18 05:03:05,"John, thank you. Such a great honor! https://t.co/2NBZXFIoql",46317,184333.0,8,john thank great honor,0.5,0.625,positive,other
91,2020-10-18 04:49:43,"RT @ChadPergram: McConnell says Senate coronavirus bill includes
•More federally-expanded unemployment benefits for laid-off Americans
•An…",8233,96763.49,12,rt chadpergram mcconnell says senate coronavirus bill includes unemployment benefits americans,0.0,0.0,neutral,other
92,2020-10-18 04:49:13,RT @wjz: Senate Majority Leader Mitch McConnell announced that the Senate will vote Wednesday on the coronavirus relief proposal crafted by…,8189,96763.49,20,rt wjz senate majority leader mitch mcconnell announced senate vote wednesday coronavirus relief proposal crafted,0.0,0.0,neutral,other
93,2020-10-18 04:15:07,RT @DineshDSouza: The “big guy” splitting the loot with bag man Hunter Biden was indeed his father Joe!  https://t.co/sP1egCWF3n,20331,96763.49,19,rt dineshdsouza big guy splitting loot bag man hunter biden indeed father joe,0.0,0.1,neutral,other
94,2020-10-18 04:14:26,"RT @RealJohnDennis: Saw @DineshDSouza's Trump Card last night.

It's a MUST see.

Great work Dinesh and @Debber66!

https://t.co/jMzRmNgoMf",9027,96763.49,17,rt realjohndennis saw dineshdsouza trump card last night must see great work dinesh debber66,0.5,0.4083333333333333,positive,other
95,2020-10-18 04:13:23,"RT @DineshDSouza: Joe Biden has multiple homes, access to private planes, domestic staff. Now we know how he managed to afford all that aft…",38040,96763.49,23,rt dineshdsouza joe biden multiple homes access private planes domestic staff know managed afford aft,0.0,0.15833333333333333,neutral,other
96,2020-10-18 04:12:07,"RT @DineshDSouza: My new film TRUMP CARD is out October 9. My best one yet! 

On Apple iTunes, Google, Amazon Prime, Dish and other platfor…",13646,96763.49,23,rt dineshdsouza new film trump card october best one yet apple itunes google amazon prime dish platfor,0.3371212121212121,0.37651515151515147,positive,other
97,2020-10-18 04:11:44,"RT @dbongino: The Democrats, and their media sycophants, absolutely KNOW Biden is an active national security threat to the US. 
They just…",24741,96763.49,21,rt dbongino democrats media sycophants absolutely know biden active national security threat us,0.03333333333333334,0.75,positive,other
98,2020-10-18 04:11:28,RT @dbongino: Pollster Who Predicted 2016 Win Predicts Another Trump Victory 👇🏻👇🏻 https://t.co/8J2wW0JLBK,11314,96763.49,11,rt dbongino pollster predicted 2016 win predicts another trump victory,0.8,0.4,positive,other
99,2020-10-18 04:04:17,"RT @DanScavino: Flying high above President Trump’s #MAGA🇺🇸🦅rally in Janesville, Wisconsin tonight! #ThinBlueLine #CopsForTrump #LESM https…",9814,96763.49,15,rt danscavino flying high president trumps magarally janesville wisconsin tonight thinblueline copsfortrump lesm,0.08,0.31999999999999995,positive,other
100,2020-10-18 04:04:05,"RT @DanScavino: POTUS still going in Janesville, Wisconsin!! #MAGA🇺🇸🦅
🌐https://t.co/zqgeZML9Hf https://t.co/67GaSBbIRJ",14167,96763.49,9,rt danscavino potus still going janesville wisconsin maga,0.0,0.0,neutral,other
101,2020-10-18 04:02:28,“Bins full of ballots in a dumpster” https://t.co/SjWMgFuVhw,30868,67458.0,8,bins full ballots dumpster,0.35,0.55,positive,other
102,2020-10-18 02:39:02,https://t.co/Px27AQrizY,23876,63971.0,1,,0.0,0.0,neutral,other
103,2020-10-18 02:38:27,https://t.co/Hwe89Hl6Wu,9622,33664.0,1,,0.0,0.0,neutral,other
104,2020-10-18 02:38:06,https://t.co/XyyGEL5MnG,10079,38625.0,1,,0.0,0.0,neutral,other
105,2020-10-18 02:25:06,...while sacrificing American blood and treasure in endless foreign wars. Joe Biden is a corrupt politician — and t… https://t.co/pxA30rpO5p,30431,116543.0,18,sacrificing american blood treasure endless foreign wars joe biden corrupt politician,-0.1875,0.46875,negative,other
106,2020-10-18 02:25:05,Joe Biden is the living embodiment of the corrupt political class that enriched itself while draining the economic… https://t.co/Hs3yZzKIca,54064,182100.0,18,joe biden living embodiment corrupt political class enriched draining economic,-0.25,0.55,negative,other
107,2020-10-18 02:19:37,"This election is a choice between a TRUMP RECOVERY and a BIDEN DEPRESSION. If you vote for me, prosperity will surg… https://t.co/3r9tJN1XyM",26564,99237.0,21,election choice trump recovery biden depression vote prosperity surg,0.0,0.0,neutral,election
108,2020-10-18 01:53:48,"If you support our Police, if you stand with the HEROES of Law Enforcement, then you must defeat Joe Biden on Novem… https://t.co/73dknafVjF",15209,55834.0,22,support police stand heroes law enforcement must defeat joe biden novem,0.0,0.0,neutral,other
109,2020-10-18 01:51:54,The Democrat Party you once knew — no longer exists! https://t.co/0Gou1Z49OQ,21459,80878.0,10,democrat party knew longer exists,0.0,0.0,neutral,other
110,2020-10-18 01:50:37,"17 days from now, we are going to win the Great State of WISCONSIN, and we are going to win 4 more years in the Whi… https://t.co/aTPymbyv4o",15933,61411.0,24,17 days going win great state wisconsin going win 4 years whi,0.7250000000000001,0.5125,positive,other
111,2020-10-18 01:39:02,THANK YOU WISCONSIN! https://t.co/qpU4baSJRO,16236,73780.0,4,thank wisconsin,0.0,0.0,neutral,other
112,2020-10-17 23:12:46,Getting ready to land in Wisconsin. See you soon!,19780,153233.0,9,getting ready land wisconsin see soon,0.25,0.5,positive,other
113,2020-10-17 23:05:56,"Final RCP Polling Averages Had Hillary Clinton Winning MI, WI, and PA https://t.co/xFQ8beqhDe via @BreitbartNews Th… https://t.co/BmQN2kbQXu",14034,50452.0,16,final rcp polling averages hillary clinton winning mi wi pa via breitbartnews th,0.25,0.875,positive,other
114,2020-10-17 23:01:30,"THANK YOU MICHIGAN! 
https://t.co/gsFSgh2KPc https://t.co/P2shx6YQBq",15593,72747.0,5,thank michigan,0.0,0.0,neutral,other
115,2020-10-17 22:59:04,https://t.co/2eSWa4IzOe,11159,46713.0,1,,0.0,0.0,neutral,other
116,2020-10-17 22:58:56,https://t.co/iyGkxZYGV2,8864,36383.0,1,,0.0,0.0,neutral,other
117,2020-10-17 22:58:46,https://t.co/mRF1BvoArw,8611,36381.0,1,,0.0,0.0,neutral,other
118,2020-10-17 22:58:36,https://t.co/Y3LLPPg3eG,8434,35532.0,1,,0.0,0.0,neutral,other
119,2020-10-17 22:58:22,Joe Biden-Linked Firm Made Major Investments in Chinese Corporations https://t.co/oeDz9G2BB4 via @BreitbartNews,20992,49040.0,11,joe firm made major investments chinese corporations via breitbartnews,-0.04583333333333334,0.3,negative,other
120,2020-10-17 22:54:57,"It was GREAT to be back in MICHIGAN with thousands of loyal, hardworking American Patriots — 17 days from now, we a… https://t.co/Ceur2BlQJ0",15253,60771.0,20,great back michigan thousands loyal hardworking american patriots 17 days,0.2833333333333333,0.39583333333333337,positive,other
121,2020-10-17 20:56:08,"Getting ready to land in Muskegon, Michigan. Another giant crowd. See you soon! #MAGA",21797,132718.0,14,getting ready land muskegon michigan another giant crowd see soon maga,0.1,0.75,positive,other
122,2020-10-17 20:55:22,"RT @chefjclark: 🚨 🚨 HUGE WIN for voting rights in MICHIGAN for President @realDonaldTrump, the GOP &amp; all Americans.

Ballot harvesting is I…",18412,96763.49,20,rt chefjclark huge win voting rights michigan president realdonaldtrump gop americans ballot harvesting,0.6000000000000001,0.65,positive,other
123,2020-10-17 20:48:46,GEORGIA! Early voting is underway. Get out and VOTE to MAKE AMERICA GREAT AGAIN! https://t.co/IMvVBDWZ4o,21062,79842.0,15,georgia early voting underway get vote make america great,0.55,0.525,positive,other
124,2020-10-17 20:12:49,Early voting in Nevada is underway! Go to https://t.co/gsFSgh2KPc to get everything you need to cast your VOTE and… https://t.co/4lWYR4pL81,11778,41819.0,19,early voting nevada underway go get everything need cast vote,0.125,0.3,positive,other
125,2020-10-17 19:40:01,"RT @FoxNews: One person on an email thread allegedly involving Hunter Biden corroborates the veracity of the messages, which appear to outl…",30952,96763.49,21,rt foxnews one person email thread allegedly involving hunter biden corroborates veracity messages appear outl,-0.1,0.1,negative,other
